IE_XML_ID;IE_NAME;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_ACTIVE;IP_PROP44;IP_PROP45;IP_PROP46;IP_PROP47;IP_PROP48;IP_PROP49;IP_PROP52;IP_PROP53;IP_PROP6;IP_PROP4;CV_PRICE_1;IP_PROP81;CP_QUANTITY;IP_PROP114;IP_PROP130;IP_PROP131;CP_WEIGHT;IC_GROUP0;IC_GROUP1;IC_GROUP2;IC_ORIG_NAME;RECOMMEND;IE_CODE;IC_CODE0;IC_CODE1;IC_CODE2;IE_DETAIL_PICTURE;IE_PREVIEW_PICTURE;CV_CURRENCY_1;IP_PROP7;
18953;Хижа;"Міссі, найменшу доньку Аллена Філліпса Маккензі, викрадено під час сімейного відпочинку. Докази її брутального вбивства виявлено в занедбалій хижі в штаті Орегон. Чотири роки потому, сповнений Великим Сумом Мак одержує листа від Бога, який запрошує його до хижі на вихідні.
Одного зимового дня, відкинувши здоровий глузд, Мак приїздить до хижі, де повертається до своїх найжахливіших спогадів. Те, що він там знайде, змінить його назавжди.
У часи зневіри Хижа дає відповідь на вічне питання: де Бог у світі невимовного болю? Відповіді, які одержав Мак, вас здивують і, можливо, змінять так, як змінили його. Ви просто не зможете не порадити прочитати цю книгу своїм знайомим!

<iframe src=""http://player.vimeo.com/video/22432880"" width=""500"" height=""400"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>";text;Y;Вільям Пол Янг;Книгоноша;2014;60х84/16 (140х215 мм);978-966-2615-93-7;Мягкий;288;;0;0;79.00;0.00;10;0;1332;85;270;Книги;Художественная литература;Романы;;37227;hizha-;knigi;hudozhestvennaya-literatura;romani;18953.jpg;18953.jpg;UAH;18953;
18887;Перехрестя;"Ентоні Спенсер — егоїст, який, незважаючи на болісно високу ціну перемоги, пишається власноруч створеним надуспішним бізнесом. Внаслідок інсульту він впадає у кому, опиняється в реанімаційному відділенні лікарні і «прокидається» у сюрреалістичному світі: «живій» місцевості, що відображає увесь спектр його земного життя — від прекрасного до огидного. Тут на Тоні очікує живе спілкування з тими, кого він вважає проекціями власної підсвідомості. Втім, він прислухається до їхніх порад, сподіваючись, що вони допоможуть йому з’ясувати справжній стан речей і, можливо, навіть врятуватись.

Внаслідок цієї пригоди Тоні опиняється посеред хитросплетіння глибинних відносин, коли він отримав змогу «бачити» крізь фізичні очі та відчуття інших людей. Проте, він залишається «сліпим» до наслідків приховування своїх корисливих планів та втрат, і це призводить до війни з процесом зцілення та відновлення здатності довіряти.

Чи змусить це несподіване плетиво подій дослідити Тоні власне життя та зрозуміти, що він будує картковий будиночок на отруєній землі розбитого серця? Чи знайде він мужність прийняти вкрай важливе рішення, здатне запобігти величезній несправедливості, механізм якої він встиг привести у дію перед тим, як впасти у кому?

<iframe src=""//player.vimeo.com/video/52912034"" width=""500"" height=""281"" webkitallowfullscreen mozallowfullscreen allowfullscreen></iframe>
";text;Y;Вільям Пол Янг;Книгоноша;2014;60х84/16 (138х200 мм);978-966-2615-83-8;Твердый;320;;0;0;109.00;0.00;17;0;1332;75;510;Книги;Художественная литература;Романы;;38548;perehrestya-;knigi;hudozhestvennaya-literatura;romani;18887.jpg;18887.jpg;UAH;18887;
20474;Обзор истории церкви (e-book);"Эта книга – обзор восхитительной истории развития Церкви Христовой от древнейших времен до конца девятнадцатого века. Это не сухой, как пыль, отчет о давно забытых событиях и спорах, напротив – это захватывающее описание тех, кто отправился в путешествие веры перед нами и своей смелостью и настойчивостью оставил пример для Церкви в каждом поколении. 
Чтение о подвигах тех, кто прошел перед нами через времена изобилия и преследований , должно побуждать, предостерегать и ободрять Церковь в наше время придерживаться того же пути и обрести ту же вечную награду.";text;Y;С.М. Хьютон;Христианское просвещение;2009;электронная книга;5-8404-0214-1;;0;;0;0;50.00;0.00;99;0;6850;1;0;eBooks;История;История Церкви;;35589;obzor-istorii-tserkvi-e-book-;ebooks;istoriya-;istoriya-tserkvi-;20474.jpg;20474.jpg;UAH;20474;
19891;Планета блох (e-book);"Учащенное сердцебиение... Сдавливающий горло спазм... Тревогой сжатая грудная клетка... Влажные ладони... В эпоху глобального дефицита супергероев на арену жизненной драмы выходят простые парни, на плечи которых возлагается непростая задача - спасать мир. 
А что остается делать молодому человеку по имени Дмитрий, раз уж все успешные, везучие, продуманные, прагматичные, устроенные отказываются лезть в клоаку мироздания, неожиданно разверзшуюся в центре Аномальной Территории? Озадаченно почесывая затылок, юноша приходит к выводу, что спасать мир не мыло по тазику гонять. 
В сложившихся обстоятельствах есть только один способ сохранить свою шкуру - не щадить ее ради спасения тех, кто находится рядом.

<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/r-3aFS71SmI"" frameborder=""0"" allowfullscreen></iframe>";text;Y;Анатолий Шкарин;Книгоноша;2015;электронная книга;978-617-7248-01-8;;0;Аномальная территория;0;0;18.00;0.00;94;0;711;6;1;eBooks;Художественная литература;Романы;;20421;planeta-bloh-e-book-;ebooks;hudozhestvennaya-literatura-;romani-;19891.jpg;19891.jpg;UAH;19891;
5900;Радости и печали материнства;"В вечерние часы, когда спета последняя колыбельная и игрушки убраны на свои места или ранним утром, когда овсянка рассыпана по полу на кухне, и нужно вытереть маленькие носики от остатков завтрака на них, эта книга поможет Вам гораздо глубже понять не только земной аспект материнства, но и значение, порой монотонного и ""неблагодарного"", труда матерей в аспекте вечности. 

Книга поможет матерям взглянуть на себя и своих детей по-новому.
Рассматривает извечный парадокс родительских обязанностей - тяжелый, бесконечно важный неоплачиваемый труд.
Неоценимая поддержка для мам.
";text;Y;Каролин Фердинандсен;Книгоноша;2004;70х100/32 (115х165 мм);5-94127-026-2;Мягкий;208;;1;0;37.00;0.00;5;0;3210;350;160;Книги;Брак и семья;Книги для женщин;;38318;radosti-i-pechali-materinstva-;knigi;brak-i-semya;knigi-dlya-zhenshchin;5900.jpg;5900.jpg;UAH;5900;
18864;Силуэты (e-book);"Студенты, сверхъестественные способности которых изучаются под тщательным надзором хладнокровных и расчетливых преподавателей. Секретная организация, пытающаяся во что бы то ни стало сохранить свое существование в тайне. Юноша-калека, отчаянно ищущий свое предназначение в жизни. Безумный ученый с комплексом бога и противостоящий ему беспристрастный следователь. 
Всем им предстоит стать участниками событий, о которых еще долгое время человечество будет вспоминать с содроганием. Ведь фантастическая, крушащая все на своем пути мощь стремится наружу, и стены из холодного камня больше не в силах сдерживать ее.";text;Y;Алексей Декань;Книгоноша;2014;электронная книга;978-966-2615-71-5;;0;"Проект ""Kinesis""";0;0;18.00;0.00;993;0;622;7;1;eBooks;Художественная литература;Романы;;22312;silujeti-e-book-;ebooks;hudozhestvennaya-literatura-;romani-;18864.jpg;18864.jpg;UAH;18864;
18574;Мужчины: кризис среднего возраста (e-book);"Эта книга поможет мужчинам пережить непростой период в их жизни.
Джим Конви пишет для мужчин, вступивших в период среднего возраста и думающих о том, чтобы бросить работу, семью, церковь, стремящихся избежать всякой ответственности и никогда больше не возвращаться к прежней жизни. Лично пережив такой кризис, автор говорит: «Я чувствую себя торговым автоматом. Кто-то нажимает на одну кнопку и получает проповедь или статью. Кто-то нажимает на другую кнопку для решения личной или административной проблемы. Семья нажимает на кнопки и получает либо доллары, либо мое время. Еще на какие-то кнопки нажимает общество…» Если подобное состояние знакомо вам, обязательно прочтите эту книгу. Она поможет найти решение проблем, возникающих у большинства мужчин в этот период жизни, и станет хорошим руководством для их преодоления.

«Джим Конви написал очень практичную книгу, которая будет интересной как мужчинам, так и женщинам. Фактически — это наилучшее произведение на тему кризиса среднего возраста у мужчин. Настоятельно рекомендую эту книгу».
Доктор Джеймс Добсон, автор, психиатр и ведущий программы «В фокусе — семья». 

«Эта книга, по праву ставшая классикой современной психологии, уже помогла тысячам наших современников и поможет будущим поколениям в восстановлении рушащихся браков. Если кризис среднего возраста уже коснулся вас или вы хотите избежать его, тогда эта книга как раз то, что вам нужно».
Доктора Лэс и Лесли Паррот, авторы книги «Наставления помолвленным и молодоженам» (Mentoring Engaged and Newlywed Couples).";text;Y;Джим Конви;Книгоноша;2011;электронная книга;978-966-7698-54-6;;0;;0;0;26.00;0.00;76;0;2162;24;1;eBooks;Брак и семья;Книги для мужчин;;20415;muzhchini-krizis-srednego-vozrasta-e-book-;ebooks;brak-i-semya-;knigi-dlya-muzhchin-;18574.jpg;18574.jpg;UAH;18574;
18852;Чистая Сила;"Анатолий Истомин, молодой учитель и начинающий писатель, считал, что жизнь за пределами уютной «хрущевки» — источник страхов и средоточие стрессов. Тем не менее, позарился на домик в живописном Полесье — наследство от родственника, умалишенного профессора. К тому же очень хотелось Истомину обогатиться новыми творческими ощущениями.

Отправившись на затерянный среди болот рыбацкий хутор, писатель и не подозревал, что профессор оставил ему не только домик, но и страшную тайну. И чтобы раскрыть ее, придется распутать загадочный клубок мистических обстоятельств, победить себя и противостоять самой нечистой силе! А существует ли она на самом деле?.. Где доказательства?..";text;Y;Анатолий Шкарин;Книгоноша;2014;60х84/16 (138х200 мм);978-966-2615-70-8;Мягкий;320;;0;0;54.00;0.00;24;0;711;51;260;Книги;Художественная литература;Романы;;38529;chistaya-sila-;knigi;hudozhestvennaya-literatura;romani;18852.jpg;18852.jpg;UAH;18852;
16244;Небесные мечи;"Когда на трон претендует тиран, на зеленых долинах Англии появляется могучий рыцарь с благородной женой. Их цель – отстоять свободу. Сэр Уильям Маршал – приближенный рыцарь короля, его супруга – прекрасная графиня Изабель де Клэр. Поклявшись на верность безнравственному королю Джону, сэр Уильям, скрепя сердце, выступает против двух своих сыновей, сражающихся за права англичан. Изабель в отчаянии. Как жена и мать, она всеми силами пытается разрешить семейную дилемму, неожиданно становясь храбрым поборником великих идей, которые навсегда изменят мир.
""Небесные мечи"" - это эпопея, основанная на реальных событиях из жизни невоспетых героев Великой хартии вольностей: сэра Уильяма Маршала и Изабль де Клэр. Насыщенная яркими, запоминающимися персонажами, эта история приглашает стать читателя участником увлекательных приключений в средневековой Англии. Динамическая, романтическая и непредсказуемая эпопея""Небесные мечи. Исторический роман"" воскрешает захватывающие события, благодаря которым свобода была вырвана из рук тиранов.
<iframe src=""http://player.vimeo.com/video/22431368"" width=""500"" height=""400"" frameborder=""0"" webkitAllowFullScreen mozallowfullscreen allowFullScreen></iframe>";text;Y;Дэвид Бейкер;Книгоноша;2011;60х90/16 (140х215 мм);978-966-7698-49-2;Интегральный;436;;0;0;78.00;80.00;10;0;2542;66;560;Книги;Художественная литература;Романы;;37219;nebesnie-mechi-;knigi;hudozhestvennaya-literatura;romani;16244.jpg;16244.jpg;UAH;16244;
1576;Познание глубин Иисуса Христа. Достигая совершенства;"Самыми известными работами Жанны Гийон являются ее автобиография, а также небольшой по объему труд, называемый «Метод молитвы» или «Познание глубин Иисуса Христа», и именно он вызвал бурю гнева со стороны политической и религиозной элиты тех дней. Эта книга была преподнесена Людовику ХIV в качестве доказательства необходимости ареста ее автора. Позже, на религиозном судилище, она стала главной уликой в предъявленном мадам Гийон обвинении в ереси и основанием для заключения в печально известную Бастилию.

Когда-то эту книгу публично сжигали, пытаясь не допустить ее распространения. Но тщетно — она оказала огромное влияние на множество людей, среди которых такие выдающиеся служители как Джесси Пен-Льюис, Джон Уэсли, Вочман Ни и многие другие. Она потрясает своей глубиной. Однажды прочитав «Познание глубин Иисуса Христа», вы будете возвращаться к этой книге снова и снова. 

«Достигая совершенства» по своей потрясающей глубине стоит в одном ряду с «Познанием глубин Иисуса Христа». Король Франции Людовик XIV приказал мадам Гийон явиться на допрос к архиепископу Буссету и двум авторитетным священникам Римской католической церкви, обвинявших ее в ереси и в искажении Писания. Мадам Гийон было предоставлено пятьдесят дней для того, чтобы изложить свое учение на бумаге. Так появился огромный, общим объемом 1200 страниц, труд под названием «Оправдание». Оправдывая свое учение, Жанна Гийон опиралась на труды людей, возведенных Римской католической церковью в ранг святых, показывая, что их высказывания и учения были более радикальными, чем ее собственные. Но судьи, даже не взглянув на эту работу, вынесли ей обвинительный приговор, и мадам Гийон была заключена в Бастилию. «Оправдание», изданное единственный раз на французском языке, было забыто вплоть до начала XX века, когда в 1915 году Джордж В. Мак Колл впервые издал на английском языке выдержки из этого фундаментального труда. Русский перевод этого английского издания предлагается вашему вниманию для духовно-назидательного чтения.";text;Y;Жанна Гийон;Книгоноша;2013;60х90/16 (140х215 мм);978-966-2615-40-1;Мягкий;248;;0;0;59.00;0.00;30;0;2763;1775;170;Книги;Публицистика;Духовно-назидательная литература;;38327;poznanie-glubin-iisusa-hrista-dostigaya-sovershenstva-;knigi;publitsistika;duhovno-nazidatelnaya-literatura;1576.jpg;1576.jpg;UAH;1576;
19841;Смеющийся Сокол и Длань Эмихола;"На смену мечей и копий приходят пистоли и мушкарды, и некогда славные каталонские отряды альмогавар скоро станут историей. 
Наемник по кличке Камо сопровождает экспедицию в дикие джунгли но оказывается неготовым к возложенной на него миссии. Таинственная птица Смеющийся Сокол переносит его на обитаемую луну Нурлинь, которая доживает свой последний век - ее солнце остывает. У Наемника есть возможность реабилитировать себя и спасти погибающий мир. На пути ему предстоит повстречать немало союзников, но еще больше врагов. Удастся ли ему достойно использовать подаренный судьбой второй шанс?
Роман ""Смеющийся Сокол и Длань Эмихола"", написанный в жанре фэнтези, не оставит читателя равнодушным, ведь автор рассматривает в нем такие важные темы, как свобода выбора, второй шанс и искупление.
""Смеющийся Сокол и Длань Эмихола"" - первая книга в серии ""Нурлиньские летописи"".

<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/fThRirFny4k"" frameborder=""0"" allowfullscreen></iframe>";text;Y;Алексей Декань;Книгоноша;2015;60х84/16 (138х200 мм);978-617-7248-03-2;Мягкий;304;Нурлиньские летописи;0;0;78.00;0.00;18;0;622;19;240;Книги;Художественная литература;Романы;;39189;smeyushchiysya-sokol-i-dlan-jemihola-;knigi;hudozhestvennaya-literatura;romani;19841.jpg;19841.jpg;UAH;19841;
18851;Силуэты;"Студенты, сверхъестественные способности которых изучаются под тщательным надзором хладнокровных и расчетливых преподавателей. Секретная организация, пытающаяся во что бы то ни стало сохранить свое существование в тайне. Юноша-калека, отчаянно ищущий свое предназначение в жизни. Безумный ученый с комплексом бога и противостоящий ему беспристрастный следователь. 
Всем им предстоит стать участниками событий, о которых еще долгое время человечество будет вспоминать с содроганием. Ведь фантастическая, крушащая все на своем пути мощь стремится наружу, и стены из холодного камня больше не в силах сдерживать ее.

<iframe width=""560"" height=""315"" src=""//www.youtube.com/embed/rz_XCVw8bFw"" frameborder=""0"" allowfullscreen></iframe>";text;Y;Алексей Декань;Книгоноша;2014;60х84/16 (138х200 мм);978-966-2615-71-5;Мягкий;240;"Проект ""Kinesis""";0;0;45.00;0.00;56;0;622;15;210;Книги;Художественная литература;Романы;;38528;silujeti-;knigi;hudozhestvennaya-literatura;romani;18851.jpg;18851.jpg;UAH;18851;
658;Нет большей любви;"Мать Тереза, будучи одним из наиболее признанных и любимых во всем мире духовных лидеров, вдохновила миллионы людей своим необыкновенным примером сострадательного и бескорыстного служения бедным, больным и обездоленным. Она была неумолкающим гласом любви и веры, неся неизмеримую благость в жизни тех, кого растоптал этот мир.

Книга «Нет большей любви» представляет собой собрание высказываний Матери Терезы о любви, молитве, подаянии, служении, бедности, прощении... Она рассказывает о глубокой, всепобеждающей вере в Бога, о возможности творить добро в этом мире. Эта книга откроет читателю сердце Матери Терезы и покажет ее революционное видение христианства в его благодатной, поэтической простоте. В конце книги опубликована биография Матери Терезы, а также беседа с ней о том, какую радость она испытывает от служения отверженным и умирающим.

 «Что нам действительно нужно, так это любить без устали. Как горит светильник? Капля за каплей в него поступает масло. Что же это за капли масла в нашем светильнике? Это маленькие ежедневные поступки: верность, добрые слова, забота о других. Это то, как мы храним молчание, смотрим, говорим и действуем. Не ищите Иисуса где-то далеко. Он — в вас. Пусть ваш светильник продолжает гореть, и вы обязательно узнаете Его».

Мать Тереза
";text;Y;Мать Тереза;Книгоноша;2011;60х90/16 (140х215 мм);978-966-7698-56-0;Мягкий;148;;0;0;41.00;0.00;30;0;4198;767;160;Книги;Публицистика;Духовно-назидательная литература;;37226;net-bolshey-lyubvi-;knigi;publitsistika;duhovno-nazidatelnaya-literatura;658.jpg;658.jpg;UAH;658;
4502;Автобиография;"Мадам Гийон (1648-1717) прожила удивительную жизнь. Женщина, которая научилась быть абсолютно счастливой, страдая на протяжении практически всей жизни.
Жанна Гийон надолго опередила свое время. Многие ее мысли свежи и актуальны даже сегодня. Она жила, являя собою пример безупречной христианской жизни.";text;Y;Жанна Гийон;Книгоноша;2009;60х90/16 (140х215 мм);978-966-7698-22-5;Мягкий;312;;0;0;88.00;0.00;12;0;2763;1168;270;Книги;Публицистика;Биографии;;37515;avtobiografiya-;knigi;publitsistika;biografii;4502.jpg;4502.jpg;UAH;4502;
20072;Протестантская этика и дух остмодернизма (e-book);Совместная книга российского социолога Владислава Бачинина и украинского философа Михаила Черенкова представляет духовно-интеллектуальные свидетельства сложных отношений между протестантским мировоззрением и агрессивной постсоветской средой. Что значит быть протестантом в неототалитарной России и на киевском Майдане? При всей разности своего опыта, соавторы говорят о Реформации как единственной надежде и для общества, и для Церкви.;text;Y;Владислав Бачинин, Михаил Черенков;АДВ | Книгоноша;2015;электронная книга;978-617-7248-13-1;;0;;0;0;58.00;0.00;200;0;1385;0;1;eBooks;Публицистика;Религиозная публицистика;;39022;protestantskaya-jetika-i-duh-ostmodernizma-e-book-;ebooks;publitsistika-;religioznaya-publitsistika-;20072.jpg;20072.jpg;UAH;20072;
20070;Протестантская этика и дух остмодернизма;Совместная книга российского социолога Владислава Бачинина и украинского философа Михаила Черенкова представляет духовно-интеллектуальные свидетельства сложных отношений между протестантским мировоззрением и агрессивной постсоветской средой. Что значит быть протестантом в неототалитарной России и на киевском Майдане? При всей разности своего опыта, соавторы говорят о Реформации как единственной надежде и для общества, и для Церкви.;text;Y;Владислав Бачинин, Михаил Черенков;АДВ | Книгоноша;2015;60х90/16 (140х215 мм);978-617-7248-13-1;Твердый;376;;0;1;176.00;0.00;26;0;1385;18;610;Книги;Публицистика;Христианство и общество;;39020;protestantskaya-jetika-i-duh-ostmodernizma-;knigi;publitsistika;hristianstvo-i-obshchestvo;20070.jpg;20070.jpg;UAH;20070;
19890;Бог. Какой Он? (e-book);"Майкл Отс несет служение благовестника в университетах Великобритании. Книга посвящена вопросам, которые чаще всего задают студенты и касаются они характера Бога. 

Разве можно называть Его добрым, если Он разрешает войны, допускает страдания, подавляет сексуальность, наказывает собственного Сына, разделяет людей по религиозным признакам, приговаривает их на муки в аду? Какой Бог позволит, чтобы на земле Его представляли лицемерные церкви и движения фундаменталистов? Почему Он позволяет наносить вред окружающей среде?

Ответы на 10 самых распространенных критических вопросов вы найдете в этой книге.";text;Y;Майкл Отс;Книгоноша;2015;электронная книга;978-617-7248-05-6;;0;;0;0;18.00;0.00;99;0;3973;1;0;eBooks;Публицистика;Духовно-назидательная литература;;21051;bog-kakoy-on-e-book-;ebooks;publitsistika-;duhovno-nazidatelnaya-literatura-;19890.jpg;19890.jpg;UAH;19890;
19188;Послание к Римлянам 6-10 (e-book);"В данном пояснительном комментарии стих за стихом глава за главой приведены комментарии автора на книгу Библии - послание апостола Павла к Римлянам. Пять глав комментария посвящены с 6 по 10 главы книги Римлянам; комментарий приводится после процитированного стиха.
Со времени своего обращения Роберт интересовался миссионерской деятельностью, а в 1816 году он отправился в Женеву, где собрал необращенных студентов университета, еще не имевших веры, и три раза в неделю проводил библейские занятия, изучая с ними Послание апостола Павла к Римлянам.
Многие из этих людей обратились и сделались ключевыми фигурами в возрождении библейского христианства, которое распространилось по франкоговорящей области Швейцарии и многим частям Франции. Среди возрожденных были Merle D?Aubigne, который написал классическую ""Историю реформации"", и Frederic Monod, который стал основателем Свободных церквей во Франции. По просьбе таких людей Роберт Холдейн решил напечатать то, чему их учил. В результате чего появился знаменитый пояснительный комментарий на Послание к Римлянам.";text;Y;Роберт Холдейн;Христианское просвещение;2008;электронная книга;5-8404-0178-1;;0;;0;0;50.00;0.00;98;0;5437;2;1;eBooks;Библеистика;Изучение Библии;;36745;poslanie-k-rimlyanam-6-10-e-book-;ebooks;bibleistika-;izuchenie-biblii-;19188.jpg;19188.jpg;UAH;19188;
19187;Послание к Римлянам 1-5 (e-book);"В данном пояснительном комментарии стих за стихом глава за главой приведены комментарии автора на книгу Библии - послание апостола Павла к Римлянам. Пять глав комментария посвящены первым пяти главам книги Римлянам; комментарий приводится после процитированного стиха.
Со времени своего обращения Роберт интересовался миссионерской деятельностью, а в 1816 году он отправился в Женеву, где собрал необращенных студентов университета, еще не имевших веры, и три раза в неделю проводил библейские занятия, изучая с ними Послание апостола Павла к Римлянам.
Многие из этих людей обратились и сделались ключевыми фигурами в возрождении библейского христианства, которое распространилось по франкоговорящей области Швейцарии и многим частям Франции. Среди возрожденных были Merle D?Aubigne, который написал классическую ""Историю реформации"", и Frederic Monod, который стал основателем Свободных церквей во Франции. По просьбе таких людей Роберт Холдейн решил напечатать то, чему их учил. В результате чего появился знаменитый пояснительный комментарий на Послание к Римлянам.";text;Y;Роберт Холдейн;Христианское просвещение;2008;электронная книга;5-8404-0178-1;;0;;0;0;50.00;0.00;98;0;5437;2;1;eBooks;Библеистика;Изучение Библии;;35048;poslanie-k-rimlyanam-1-5-e-book-;ebooks;bibleistika-;izuchenie-biblii-;19187.jpg;19187.jpg;UAH;19187;
16653;Послание к Римлянам 6-10;"В данном пояснительном комментарии стих за стихом глава за главой приведены комментарии автора на книгу Библии - послание апостола Павла к Римлянам. Пять глав комментария посвящены с 6 по 10 главы книги Римлянам; комментарий приводится после процитированного стиха.
Со времени своего обращения Роберт интересовался миссионерской деятельностью, а в 1816 году он отправился в Женеву, где собрал необращенных студентов университета, еще не имевших веры, и три раза в неделю проводил библейские занятия, изучая с ними Послание апостола Павла к Римлянам.
Многие из этих людей обратились и сделались ключевыми фигурами в возрождении библейского христианства, которое распространилось по франкоговорящей области Швейцарии и многим частям Франции. Среди возрожденных были Merle D?Aubigne, который написал классическую ""Историю реформации"", и Frederic Monod, который стал основателем Свободных церквей во Франции. По просьбе таких людей Роберт Холдейн решил напечатать то, чему их учил. В результате чего появился знаменитый пояснительный комментарий на Послание к Римлянам.";text;Y;Роберт Холдейн;Христианское просвещение;2008;60х80/16 (145х200 мм);5-8404-0178-1;Твердый;680;;0;0;99.00;0.00;3;0;5437;6;760;Книги;Библеистика;Комментарии;;38681;poslanie-k-rimlyanam-6-10-;knigi;bibleistika;kommentarii;16653.jpg;16653.jpg;UAH;16653;
14411;Послание к Римлянам 1-5;"В данном пояснительном комментарии стих за стихом глава за главой приведены комментарии автора на книгу Библии - послание апостола Павла к Римлянам. Пять глав комментария посвящены первым пяти главам книги Римлянам; комментарий приводится после процитированного стиха.
Со времени своего обращения Роберт интересовался миссионерской деятельностью, а в 1816 году он отправился в Женеву, где собрал необращенных студентов университета, еще не имевших веры, и три раза в неделю проводил библейские занятия, изучая с ними Послание апостола Павла к Римлянам.
Многие из этих людей обратились и сделались ключевыми фигурами в возрождении библейского христианства, которое распространилось по франкоговорящей области Швейцарии и многим частям Франции. Среди возрожденных были Merle D?Aubigne, который написал классическую ""Историю реформации"", и Frederic Monod, который стал основателем Свободных церквей во Франции. По просьбе таких людей Роберт Холдейн решил напечатать то, чему их учил. В результате чего появился знаменитый пояснительный комментарий на Послание к Римлянам.";text;Y;Роберт Холдейн;Христианское просвещение;2008;60х80/16 (145х200 мм);5-8404-0178-1;Твердый;550;;0;0;99.00;0.00;6;0;5437;10;660;Книги;Библеистика;Комментарии;;38680;poslanie-k-rimlyanam-1-5-;knigi;bibleistika;kommentarii;14411.jpg;14411.jpg;UAH;14411;
